,FSCNAME,stellar_flag,RA_recom,DEC_recom,FLAG_POSITION,zspec,zspecflag,zphot,z,n91,j2,av1,err1,alb,FLUX_FUV,FLUXERR_FUV,FLUX_NUV,FLUXERR_NUV,umag,umagerr,gmag,gmagerr,rmag,rmagerr,imag,imagerr,zmag,zmagerr,jmag,jmagerr,hmag,hmagerr,kmag,kmagerr,am61,am61err,am_71,am71err,am81,am81err,WISE_S34,WISE_errS34,WISE_S46,WISE_errS46,WISE_S12,WISE_errS12,WISE_S22,WISE_errS22,IRAS_S12,IRAS_NQ1,IRAS_S25,IRAS_NQ2,IRAS_S60,IRAS_NQ3,IRAS_S100,IRAS_NQ4,Planck_S857,Planck_errS857,Planck_S545,Planck_errS545,Planck_S353,Planck_errS353,Planck_S217,Planck_errS217,FINT,EFINT,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f12,f25,nzflag,nirtem,errir3,nex,alp1,alp2,alp3,alp4,alp5,alp6,alcirr,alsb,ala220,alagn,alysb,alosb,alir,als12,als25,als60,als90,als100,als110,als140,als160,als250,als350,als550,als850,als1250,als1380,alm,sfr,almd,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,e_RAs,e_DEs,Sp,e_Sp,MajAxis,MinAxis,PA,Mosaic,angDist,Distance,L_843,L_60um,35GHz,L_35GHz
1219,F02019-6128 ,1.0,30.856129,-61.231297,2.0,0.0299699995667,5.0,0.004616,0.02997,3.0,6.0,0.0,0.119000002742,11.1400003433,236.95908,11.228655,505.44626,8.290082,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.045999527,0.082000002265,13.1820001602,0.0670000016689,12.8549995422,0.0659999996424,12.7489995956,0.0340000018477,12.1309995651,0.0439999997616,11.8859996796,0.0640000030398,6.96999979019,0.140000000596,5.34,0.10000000149,67.9499969482,1.0,325.390014648,6.65999984741,0.127000004053,1.0,0.354999989271,3.0,2.2349998951,3.0,3.14599990845,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.86000001431,-1.82000005245,-1.91999995708,0.0,0.0,-0.959999978542,-0.449999988079,1.0,2.0,0.15000000596,4.0,0.20000000298,0.800000011921,0.0,0.0,0.0,0.0,10.5900001526,10.8900003433,-9.64000034332,-11.0699996948,-9.59000015259,-10.3900003433,11.0699996948,-0.930000007153,-0.40000000596,0.34999999404,0.509999990463,0.52999997139,0.540000021458,0.479999989271,0.409999996424,0.0599999986589,-0.319999992847,-0.920000016689,-1.57000005245,-2.18000006676,-2.33999991417,11.1599998474,1.27999997139,7.76999998093,30.86096,-61.23133,02 03 26.63,-61 13 52.80,2.5,3.09999990463,12.8999996185,1.10000002384,61.2000007629,45.2999992371,9.69999980927,J0200M60,8.37098,131.203269167,22.4264790065,10.5991668199,1.26112572401,21.4166476972
1220,F20312-4400 ,1.0,308.661285,-43.840313,2.0,0.0299800001085,5.0,0.023293,0.02998,3.0,6.0,0.0,0.0610000006855,11.4399995804,98.119225,11.118802,239.13551,10.100451,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.1840000153,0.0850000008941,13.4359998703,0.097999997437,12.5780000687,0.0630000010133,11.9969997406,0.0370000004768,11.3629999161,0.0520000010729,11.0290002823,0.0630000010133,9.39000034332,0.20000000298,7.88,0.15000000596,62.7200012207,1.0,350.910003662,5.21000003815,0.0949999988079,2.0,0.458999991417,3.0,4.33699989319,3.0,5.24800014496,2.0,249.58,401.749,-47.082,178.783,-46.508,103.636,60.822,64.9110031128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.55999994278,-1.50999999046,-1.58000004292,0.0,0.0,-1.01999998093,-0.330000013113,1.0,5.0,0.163000002503,4.0,0.10000000149,0.0,0.0,0.0,0.899999976158,0.0,10.5799999237,-9.97999954224,-9.92000007629,-11.3599996567,11.1300001144,-10.6800003052,11.2399997711,-1.08000004292,-0.379999995232,0.639999985695,0.740000009537,0.730000019073,0.72000002861,0.620000004768,0.52999997139,0.140000000596,-0.259999990463,-0.879999995232,-1.53999996185,-2.15000009537,-2.30999994278,11.4600000381,1.53999996185,8.02999973297,308.66112,-43.83956,20 34 38.67,-43 50 22.40,1.70000004768,1.79999995232,38.7000007629,1.39999997616,64.8000030518,45.0,91.5,J2040M44,2.744448,131.248055873,22.903896717,10.8873751696,3.78338881388,21.8940667336
1224,F00392-7930 ,1.0,10.192734,-79.240112,2.0,0.0300200004131,5.0,0.037528,0.03002,5.0,3.0,0.0,1.02100002766,11.2399997711,-99.0,-99.0,710.909,10.0617695,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,12.9139995575,0.0630000010133,11.9309997559,0.070000000298,11.0609998703,0.0450000017881,11.9729995728,0.0260000005364,11.2019996643,0.0309999994934,10.5810003281,0.0299999993294,42.5600013733,0.910000026226,47.29,0.879999995232,131.88999939,1.0,218.979995728,4.88999986649,0.166999995708,3.0,0.252999991179,3.0,1.45200002193,3.0,2.98099994659,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.54999995232,-1.45000004768,-1.39999997616,-1.39999997616,-1.25,-0.77999997139,-0.589999973774,1.0,3.0,1.16499996185,4.0,0.0,0.0,0.0251000002027,0.974900007248,0.0,0.0,-9.80000019073,-9.5,10.7399997711,10.6099996567,-9.39999961853,-10.2100000381,10.9799995422,-0.889999985695,-0.5,0.159999996424,0.34999999404,0.360000014305,0.34999999404,0.259999990463,0.180000007153,-0.219999998808,-0.610000014305,-1.23000001907,-1.88999998569,-2.5,-2.66000008583,11.6300001144,1.11000001431,7.38000011444,10.18921,-79.24,00 40 45.41,-79 14 24.00,1.79999995232,1.89999997616,26.6000003815,1.20000004768,48.2000007629,46.2000007629,73.4000015259,J0100M80,2.402556,131.427202807,22.7422521584,10.4133371526,2.60050027628,21.7324274339
1236,F19092-5121 ,1.0,288.278107,-51.266617,2.0,0.0304799992591,5.0,0.071519,0.03048,3.0,5.0,0.0,0.772000014782,10.5500001907,242.32127,12.913772,336.9015,9.652265,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,16.0429992676,0.15000000596,15.6219997406,0.224000006914,15.1099996567,0.149000003934,14.482000351,0.131999999285,14.1510000229,0.187999993563,13.6719999313,0.195999994874,1.29999995232,0.0399999991059,0.85,0.0399999991059,5.78000020981,1.0,22.6599998474,1.07000005245,0.0839999988675,1.0,0.0839999988675,1.0,0.472999989986,3.0,1.19599997997,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54999995232,-2.61999988556,-2.6400001049,0.0,0.0,-1.99000000954,-1.37000000477,1.0,5.0,0.219999998808,3.0,0.10000000149,0.0,0.0,0.0,0.899999976158,0.0,9.64000034332,-9.02999973297,-8.97999954224,-10.4099998474,10.1899995804,-9.72999954224,10.2899999619,-2.03999996185,-1.34000003338,-0.330000013113,-0.219999998808,-0.230000004172,-0.239999994636,-0.340000003576,-0.430000007153,-0.829999983311,-1.22000002861,-1.84000003338,-2.5,-3.1099998951,-3.26999998093,10.3800001144,0.600000023842,7.09000015259,288.27529,-51.266,19 13 06.07,-51 15 57.60,4.30000019073,5.0,7.19999980927,1.10000002384,62.7000007629,48.2999992371,155.300003052,J1912M52,6.722899,133.488343293,22.1882191752,9.93974781778,0.70399280349,21.1784549059
1240,F03024-4716 ,1.0,46.038391,-47.074318,2.0,0.0307199992239,5.0,0.028016,0.03072,3.0,6.0,0.0,0.727999985218,11.0799999237,317.132,15.216672,523.4439,11.278932,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.1739997864,0.0890000015497,13.611000061,0.120999999344,12.9160003662,0.070000000298,12.9370002747,0.0370000004768,12.3859996796,0.0489999987185,11.9910001755,0.0719999969006,6.53000020981,0.140000000596,5.47,0.109999999404,51.6899986267,1.0,144.009994507,2.80999994278,0.127000004053,1.0,0.196999996901,3.0,0.893999993801,3.0,1.80099999905,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.92999994755,-1.91999995708,-1.96000003815,0.0,0.0,-1.09000003338,-0.699999988079,1.0,3.0,0.391000002623,4.0,0.0,0.0,0.0251000002027,0.974900007248,0.0,0.0,-9.61999988556,-9.31000041962,10.5500001907,10.4099998474,-9.21000003815,-10.0200004578,10.7899999619,-1.10000002384,-0.709999978542,-0.0500000007451,0.140000000596,0.15000000596,0.140000000596,0.0500000007451,-0.0299999993294,-0.430000007153,-0.819999992847,-1.44000005722,-2.09999990463,-2.71000003815,-2.86999988556,11.1000003815,0.920000016689,7.19000005722,46.0375,-47.0745,03 04 09.00,-47 04 28.20,2.0,2.5,18.2999992371,1.10000002384,68.5999984741,49.0999984741,5.59999990463,J0300M48,2.28067,134.564433175,22.600311632,10.2231980885,1.78944498136,21.5905789227
1251,F20564-5755 ,1.0,315.070892,-57.722858,2.0,0.0311399996281,5.0,0.076465,0.03114,3.0,2.0,0.0,2.54299998283,10.720000267,115.88733,6.697342,215.62181,5.246908,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.5590000153,0.105999998748,13.7030000687,0.115000002086,12.9469995499,0.0680000036955,13.2729997635,0.0560000017285,12.4270000458,0.0630000010133,12.0450000763,0.0719999969006,8.03999996185,0.170000001788,6.56,0.129999995232,78.3799972534,1.0,321.809997559,5.38000011444,0.112999998033,3.0,0.411000013351,3.0,2.31699991226,3.0,3.16799998283,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.06999993324,-1.94000005722,-1.98000001907,0.0,0.0,-0.949999988079,-0.379999995232,1.0,2.0,0.0689999982715,4.0,0.10000000149,0.899999976158,0.0,0.0,0.0,0.0,10.3500003815,10.9899997711,-9.68999958038,-11.1199998856,-9.64000034332,-10.4399995804,11.0799999237,-0.97000002861,-0.370000004768,0.360000014305,0.460000008345,0.460000008345,0.449999988079,0.370000004768,0.289999991655,-0.0900000035763,-0.490000009537,-1.10000002384,-1.75,-2.36999988556,-2.51999998093,11.2700004578,1.33000004292,7.59999990463,315.07058,-57.72261,21 00 16.94,-57 43 21.40,1.79999995232,2.0,23.2999992371,1.10000002384,54.5999984741,47.9000015259,149.199996948,J2048M56,1.075575,136.448763561,22.7172951216,10.6488652266,2.27865394201,21.7076175834
1252,F13311-3635 ,1.0,203.51944,-36.843887,2.0,0.0311900004745,5.0,0.028016,0.03119,3.0,3.0,0.0,0.00300000002608,11.1999998093,474.1566,27.420391,844.72235,20.775215,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,13.3059997559,0.0670000016689,12.5389995575,0.0790000036359,12.0489997864,0.0469999983907,12.1440000534,0.0299999993294,11.4600000381,0.0370000004768,11.1370000839,0.0489999987185,11.720000267,0.259999990463,7.49,0.140000000596,54.0299987793,1.0,114.919998169,2.24000000954,0.097999997437,2.0,0.187999993563,2.0,1.31700003147,3.0,1.70599997044,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,13.0,0.600000023842,0.0,0.0,0.0,0.0,0.0,-1.62000000477,-1.54999995232,-1.62000000477,0.0,0.0,-1.00999999046,-0.72000002861,1.0,3.0,0.693000018597,4.0,0.0,0.0,0.0157999992371,0.984200000763,0.0,0.0,-9.80000019073,-9.48999977112,10.7399997711,10.4099998474,-9.39999961853,-10.1999998093,10.8999996185,-1.11000001431,-0.670000016689,0.119999997318,0.310000002384,0.319999992847,0.310000002384,0.230000004172,0.140000000596,-0.25,-0.649999976158,-1.26999998093,-1.91999995708,-2.53999996185,-2.70000004768,11.5900001526,1.11000001431,7.38000011444,203.51917,-36.84219,13 34 04.60,-36 50 31.90,1.89999997616,2.40000009537,23.2000007629,1.29999995232,76.5999984741,48.2999992371,169.5,J1330M36,6.158523,136.673191464,22.7168546858,10.4049524569,2.26890877953,21.7071837072
1255,F21598-3047 ,1.0,330.692932129,-30.5586147308,3.0,0.0315300002694,5.0,0.235947,0.03153,3.0,1.0,0.0,93.1159973145,9.56999969482,108.11689,9.300836,156.84518,7.160954,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.5690002441,0.130999997258,13.4759998322,-99.0,12.8809995651,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.0,0.109999999404,3.59,0.070000000298,22.4400005341,1.0,30.2000007629,1.41999995708,0.0850000008941,1.0,0.122000001371,1.0,0.584999978542,3.0,1.95399999619,2.0,979.518,295.679,507.488,207.723,137.278,110.752,79.857,126.849998474,6.80000019073,0.5,0.0,0.0,0.0,0.0,0.0,-2.99000000954,-2.34999990463,-2.31999993324,0.0,0.0,-1.64999997616,-1.39999997616,1.0,3.0,42.1839981079,5.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.18999958038,-8.89000034332,10.1400003433,-10.2700004578,-8.78999996185,-9.60000038147,10.1400003433,-2.43000006676,-1.41999995708,-0.230000004172,-0.0399999991059,-0.0299999993294,-0.0299999993294,-0.119999997318,-0.20000000298,-0.600000023842,-0.990000009537,-1.61000001431,-2.26999998093,-2.88000011444,-3.03999996185,10.0900001526,0.509999990463,6.78000020981,330.69221,-30.55533,22 02 46.13,-30 33 19.20,4.59999990463,4.09999990463,12.8000001907,1.60000002384,84.9000015259,51.9000015259,55.2999992371,J2212M32,12.035067,138.199834604,22.4682250368,10.0621708967,1.25194046229,21.4585987225
1259,F07053-6428 ,1.0,106.408463,-64.551132,2.0,0.0320900008082,5.0,0.004616,0.03209,3.0,1.0,0.0,6.04099988937,10.9099998474,31.564545,5.6497455,49.33878,3.970139,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,13.9169998169,0.0640000030398,13.093000412,0.0649999976158,12.6440000534,0.0529999993742,12.8990001678,0.0399999991059,12.0069999695,0.0399999991059,11.9940004349,0.0680000036955,6.28999996185,0.129999995232,4.21,0.0799999982119,22.5400009155,1.0,60.3699989319,1.40999996662,0.0640000030398,1.0,0.0920000001788,2.0,0.624000012875,3.0,1.06500005722,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91999995708,-1.76999998093,-1.96000003815,0.0,0.0,-1.48000001907,-1.02999997139,1.0,3.0,0.172999992967,4.0,0.0,0.0,0.0157999992371,0.984200000763,0.0,0.0,-9.5,-9.18999958038,10.4399995804,10.1099996567,-9.10000038147,-9.89999961853,10.6000003815,-1.42999994755,-1.0,-0.20000000298,-0.00999999977648,0.0,-0.00999999977648,-0.10000000149,-0.180000007153,-0.569999992847,-0.97000002861,-1.59000003338,-2.25,-2.8599998951,-3.01999998093,11.5,0.810000002384,7.07999992371,106.40637,-64.55194,07 05 37.53,-64 33 07.00,3.79999995232,4.19999980927,7.30000019073,1.0,50.0999984741,45.4000015259,13.3000001907,J0700M64,4.352447,140.716438691,22.2400125409,10.1058742692,0.71411821634,21.2304597821
1274,F02439-7455 ,1.0,40.947262,-74.721611,2.0,0.0329000018537,5.0,0.004616,0.0329,3.0,1.0,0.0,0.300999999046,10.9099998474,1081.8438,26.146646,1406.591,16.815025,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,13.9460000992,0.070000000298,13.2939996719,0.082000002265,12.8439998627,0.0619999989867,12.9569997787,0.0399999991059,12.1990003586,0.0489999987185,12.045999527,0.0689999982715,5.76000022888,0.119999997318,3.82,0.070000000298,24.6700000763,1.0,95.5,2.22000002861,0.0810000002384,1.0,0.111000001431,3.0,0.919000029564,3.0,1.14999997616,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.94000005722,-1.84000003338,-1.99000000954,0.0,0.0,-1.45000004768,-0.949999988079,1.0,3.0,0.393000006676,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-9.68999958038,-9.38000011444,10.6300001144,10.1099996567,-9.28999996185,-10.0900001526,10.7399997711,-1.44000005722,-0.939999997616,-0.0399999991059,0.159999996424,0.170000001788,0.159999996424,0.0799999982119,-0.00999999977648,-0.40000000596,-0.800000011921,-1.41999995708,-2.06999993324,-2.69000005722,-2.84999990463,11.5,1.0,7.26999998093,40.94658,-74.72178,02 43 47.18,-74 43 18.40,2.20000004768,2.40000009537,13.3999996185,0.899999976158,51.0999984741,45.2000007629,15.1000003815,J0215M76,0.888095,144.361215765,22.5260058468,10.2962165871,1.31116801525,21.5165594083
1276,F03189-5316 ,1.0,50.084629,-53.103573,2.0,0.0336400009692,5.0,0.051962,0.03364,3.0,6.0,0.0,0.916999995708,11.0,11.685475,2.8433547,44.922188,2.533714,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.1809997559,0.0489999987185,13.4580001831,0.0469999983907,13.031999588,0.0509999990463,13.3470001221,0.0540000014007,12.8199996948,0.0689999982715,12.3310003281,0.082999996841,4.25,0.0900000035763,3.45,0.070000000298,31.7199993134,1.0,157.759994507,2.93000006676,0.0590000003576,1.0,0.211999997497,3.0,1.6970000267,3.0,2.27500009537,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09999990463,-2.08999991417,-2.09999990463,0.0,0.0,-1.36000001431,-0.670000016689,1.0,5.0,0.542999982834,4.0,0.20000000298,0.0,0.0,0.0,0.800000011921,0.0,10.5799999237,-9.67000007629,-9.61999988556,-11.0500001907,10.779999733,-10.3800001144,10.9899997711,-1.32000005245,-0.77999997139,0.230000004172,0.40000000596,0.419999986887,0.419999986887,0.34999999404,0.280000001192,-0.070000000298,-0.449999988079,-1.05999994278,-1.71000003815,-2.31999993324,-2.48000001907,11.0100002289,1.24000000954,7.88000011444,50.08346,-53.10394,03 20 20.03,-53 06 14.20,3.79999995232,3.79999995232,10.8000001907,1.20000004768,62.0999984741,55.2999992371,51.0999984741,J0312M52,2.851178,147.695849202,22.4521603472,10.5824184296,1.05699857899,21.4428109839
1283,F22489-4432 ,1.0,342.972992,-44.274315,2.0,0.033259999007,5.0,0.037528,0.03326,3.0,5.0,0.0,0.544000029564,11.1800003052,165.40714,11.063696,269.31088,8.326221,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.5970001221,0.10000000149,13.6140003204,0.0780000016093,13.0740003586,0.070000000298,13.1129999161,0.0460000000894,12.5839996338,0.0659999996424,12.2130002975,0.082000002265,5.19999980927,0.140000000596,4.31,0.109999999404,50.9799995422,1.0,216.169998169,7.90999984741,0.0989999994636,2.0,0.356999993324,3.0,2.07100009918,3.0,3.34400010109,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.00999999046,-2.0,-2.04999995232,0.0,0.0,-1.0,-0.439999997616,1.0,2.0,0.082999996841,4.0,0.20000000298,0.800000011921,0.0,0.0,0.0,0.0,10.6599998474,10.9499998093,-9.69999980927,-11.1300001144,-9.64999961853,-10.4600000381,11.1300001144,-0.959999978542,-0.439999997616,0.319999992847,0.479999989271,0.5,0.5,0.449999988079,0.379999995232,0.0299999993294,-0.340000003576,-0.949999988079,-1.60000002384,-2.21000003815,-2.3599998951,11.0100002289,1.34000003338,7.84000015259,342.97321,-44.27631,22 51 53.57,-44 16 34.70,3.59999990463,2.90000009537,11.8999996185,1.29999995232,64.8000030518,45.0999984741,97.1999969482,J2300M44,7.203948,145.982881085,22.4841507985,10.6587839808,1.16452211872,21.4747516029
1293,F04352-4856 ,1.0,69.151039,-48.849186,2.0,0.0337999984622,5.0,0.009253,0.0338,3.0,2.0,0.0,0.211999997497,9.59000015259,205.1271,19.426252,332.7588,14.106681,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.4940004349,0.103000000119,15.0190000534,0.151999995112,14.4919996262,0.131999999285,14.5749998093,0.11400000006,13.7709999084,0.122000001371,13.6210002899,0.180999994278,1.62000000477,0.0399999991059,1.34,0.0399999991059,14.4300003052,1.0,58.2400016785,2.51999998093,0.0670000016689,2.0,0.135000005364,3.0,0.811999976635,3.0,1.44299995899,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.58999991417,-2.47000002861,-2.61999988556,0.0,0.0,-1.16999995708,-0.870000004768,1.0,3.0,0.606999993324,4.0,0.0,0.0,0.0251000002027,0.974900007248,0.0,0.0,-9.34000015259,-9.02999973297,10.2700004578,10.1300001144,-8.93999958038,-9.73999977112,10.5100002289,-1.13999998569,-0.75,-0.0900000035763,0.10000000149,0.109999999404,0.10000000149,0.019999999553,-0.070000000298,-0.460000008345,-0.860000014305,-1.48000001907,-2.13000011444,-2.74000000954,-2.91000008583,10.1599998474,0.639999985695,6.90999984741,69.15129,-48.84886,04 36 36.31,-48 50 55.90,2.70000004768,3.70000004768,10.5,1.0,75.0,47.5,14.1999998093,J0440M48,1.315636,148.417448892,22.4441592179,10.2665259414,1.02768714177,21.4348308474
1294,F21093-5838 ,1.0,318.300537,-58.429844,2.0,0.033900000155,5.0,0.032761,0.0339,3.0,3.0,0.0,0.082000002265,11.4099998474,683.6654,20.324787,1192.369,16.117245,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,13.9130001068,0.101000003517,13.125,0.111000001431,12.4779996872,0.0630000010133,11.8059997559,0.0439999997616,11.1490001678,0.0640000030398,10.7969999313,0.0640000030398,11.4600000381,0.230000004172,8.48,0.159999996424,76.7399978638,1.0,188.279998779,3.31999993324,0.0920000001788,2.0,0.25799998641,3.0,2.15100002289,3.0,4.0720000267,2.0,928.179,350.34,292.939,132.135,13.754,78.885,-135.905,80.1829986572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.48000001907,-1.41999995708,-1.49000000954,0.0,0.0,-1.02999997139,-0.579999983311,1.0,3.0,0.226999998093,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-10.0900001526,-9.77999973297,11.029999733,10.5,-9.68000030518,-10.4899997711,11.1400003433,-1.07000005245,-0.569999992847,0.330000013113,0.52999997139,0.540000021458,0.52999997139,0.449999988079,0.360000014305,-0.0299999993294,-0.430000007153,-1.04999995232,-1.70000004768,-2.30999994278,-2.48000001907,11.8000001907,1.39999997616,7.67000007629,318.30075,-58.43028,21 13 12.18,-58 25 49.00,1.60000002384,1.89999997616,41.7999992371,1.70000004768,52.0,45.0,176.699996948,J2100M60,1.620125,148.868573236,23.0467823316,10.6922464672,4.09129703732,22.0374670636
1296,F21518-4104 ,1.0,328.73114,-40.834888,2.0,0.0339200012386,5.0,0.004616,0.03392,3.0,1.0,0.0,1.88499999046,10.8900003433,977.0668,17.062187,1393.6089,11.685939,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.0439996719,0.0570000000298,13.5399999619,0.0740000009537,13.0050001144,0.0560000017285,13.0699996948,0.0480000004172,12.3529996872,0.0540000014007,12.3020000458,0.097999997437,5.19999980927,0.109999999404,3.83,0.070000000298,36.1199989319,1.0,140.089996338,3.0,0.137999996543,1.0,0.190999999642,1.0,1.41100001335,3.0,2.00999999046,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99000000954,-1.90999996662,-2.08999991417,0.0,0.0,-1.27999997139,-0.639999985695,1.0,2.0,0.569999992847,4.0,0.10000000149,0.899999976158,0.0,0.0,0.0,0.0,10.2100000381,10.8500003815,-9.55000019073,-10.9799995422,-9.5,-10.3100004196,10.9399995804,-1.17999994755,-0.589999973774,0.15000000596,0.25,0.25,0.239999994636,0.159999996424,0.070000000298,-0.310000002384,-0.699999988079,-1.30999994278,-1.96000003815,-2.57999992371,-2.73000001907,11.4799995422,1.19000005722,7.46000003815,328.73037,-40.83469,21 54 55.29,-40 50 04.90,2.40000009537,2.29999995232,18.2000007629,1.10000002384,70.0,51.5999984741,111.300003052,J2200M40,2.215109,148.958811605,22.6862038035,10.5096594156,1.78138900107,21.6768911642
1297,F13203-2939 ,1.0,200.770615,-29.912352,2.0,0.0341500006616,5.0,0.066596,0.03415,3.0,3.0,0.0,0.136999994516,10.9300003052,63.671265,10.752123,139.6957,9.069609,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.0600004196,0.0719999969006,13.1899995804,0.0810000002384,12.5839996338,0.0560000017285,13.0270004272,0.0390000008047,12.3299999237,0.0410000011325,11.9029998779,0.0570000000298,7.48999977112,0.15000000596,5.98,0.109999999404,52.75,1.0,203.990005493,3.41000008583,0.108000002801,2.0,0.287000000477,2.0,1.75300002098,3.0,2.21799993515,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,21.8999996185,0.800000011921,0.0,0.0,0.0,0.0,0.0,-1.97000002861,-1.89999997616,-1.92999994755,0.0,0.0,-0.959999978542,-0.540000021458,1.0,3.0,0.349000006914,4.0,0.0,0.0,0.0157999992371,0.984200000763,0.0,0.0,-10.0100002289,-9.69999980927,10.9399995804,10.6099996567,-9.60000038147,-10.4099998474,11.1099996567,-0.980000019073,-0.550000011921,0.239999994636,0.439999997616,0.449999988079,0.439999997616,0.360000014305,0.270000010729,-0.119999997318,-0.519999980927,-1.13999998569,-1.78999996185,-2.41000008583,-2.56999993324,11.3100004196,1.30999994278,7.57999992371,200.77437,-29.91114,13 23 05.85,-29 54 40.10,2.20000004768,2.0,30.7000007629,1.70000004768,84.9000015259,47.4000015259,112.599998474,J1330M32,12.503332,149.996736926,22.9193019983,10.6099455441,3.00507907224,21.9100195268
