,FSCNAME,stellar_flag,RA_recom,DEC_recom,FLAG_POSITION,zspec,zspecflag,zphot,z,n91,j2,av1,err1,alb,FLUX_FUV,FLUXERR_FUV,FLUX_NUV,FLUXERR_NUV,umag,umagerr,gmag,gmagerr,rmag,rmagerr,imag,imagerr,zmag,zmagerr,jmag,jmagerr,hmag,hmagerr,kmag,kmagerr,am61,am61err,am_71,am71err,am81,am81err,WISE_S34,WISE_errS34,WISE_S46,WISE_errS46,WISE_S12,WISE_errS12,WISE_S22,WISE_errS22,IRAS_S12,IRAS_NQ1,IRAS_S25,IRAS_NQ2,IRAS_S60,IRAS_NQ3,IRAS_S100,IRAS_NQ4,Planck_S857,Planck_errS857,Planck_S545,Planck_errS545,Planck_S353,Planck_errS353,Planck_S217,Planck_errS217,FINT,EFINT,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f12,f25,nzflag,nirtem,errir3,nex,alp1,alp2,alp3,alp4,alp5,alp6,alcirr,alsb,ala220,alagn,alysb,alosb,alir,als12,als25,als60,als90,als100,als110,als140,als160,als250,als350,als550,als850,als1250,als1380,alm,sfr,almd,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,e_RAs,e_DEs,Sp,e_Sp,MajAxis,MinAxis,PA,Mosaic,angDist,Distance,L_843,L_60um,35GHz,L_35GHz
427,F05067-3743 ,1.0,77.117203,-37.656464,2.0,0.0524000003934,5.0,0.004616,0.0524,3.0,1.0,0.0,0.347999989986,11.220000267,25.86748,3.2659438,73.039,3.1033707,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.5059995651,0.0780000016093,13.6009998322,0.0900000035763,13.1330003738,0.0649999976158,13.218000412,0.0430000014603,12.484000206,0.0460000000894,12.3479995728,0.0860000029206,5.53000020981,0.119999997318,4.3,0.0799999982119,46.2400016785,1.0,135.270004272,2.25999999046,0.0930000022054,3.0,0.178000003099,3.0,1.54700005054,3.0,2.44799995422,2.0,565.248,330.683,184.765,196.074,128.22,106.502,114.168,126.431999207,6.69999980927,0.5,0.0,0.0,0.0,0.0,0.0,-2.04999995232,-1.96000003815,-2.1099998951,0.0,0.0,-1.02999997139,-0.75,1.0,3.0,0.76599997282,4.0,0.0,0.0,0.0157999992371,0.984200000763,0.0,0.0,-10.3599996567,-10.029999733,11.279999733,10.9200000763,-9.93000030518,-10.75,11.4399995804,-1.03999996185,-0.600000023842,0.189999997616,0.40000000596,0.409999996424,0.40000000596,0.330000013113,0.239999994636,-0.140000000596,-0.52999997139,-1.14999997616,-1.79999995232,-2.42000007629,-2.57999992371,11.8100004196,1.64999997616,7.92000007629,77.11587,-37.65708,05 08 27.81,-37 39 25.50,3.5,4.19999980927,14.3999996185,1.39999997616,79.1999969482,58.9000015259,155.100006104,J0506M36,4.398998,233.263958485,22.9740577673,10.9391856105,1.41728687292,21.9671530473
433,F01531-3534 ,1.0,28.82728,-35.322155,2.0,0.0690999999642,5.0,0.071519,0.0691,3.0,4.0,0.0,0.119000002742,11.3100004196,7.548378,5.3099113,29.348417,6.4856462,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.7189998627,0.0719999969006,13.7840003967,0.082999996841,13.2629995346,0.0520000010729,13.736000061,0.0560000017285,13.0880002975,0.0780000016093,12.6979999542,0.0930000022054,4.57999992371,0.10000000149,3.78,0.0799999982119,35.6899986267,1.0,88.3099975586,1.97000002861,0.0869999974966,1.0,0.15000000596,2.0,1.0720000267,3.0,2.12400007248,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.39999961853,0.5,0.0,0.0,0.0,0.0,0.0,-2.25,-2.20000004768,-2.25,0.0,0.0,-1.28999996185,-0.819999992847,1.0,3.0,0.409999996424,4.0,0.0,0.0,0.00999999977648,0.990000009537,0.0,0.0,-10.470000267,-10.1199998856,11.3800001144,10.8000001907,-10.0200004578,-10.8599996567,11.4799995422,-1.37000000477,-0.870000004768,0.0299999993294,0.25,0.270000010729,0.259999990463,0.189999997616,0.109999999404,-0.270000010729,-0.660000026226,-1.26999998093,-1.91999995708,-2.52999997139,-2.69000005722,11.7299995422,1.75,8.02000045776,28.82737,-35.32067,01 55 18.57,-35 19 14.40,3.09999990463,5.19999980927,10.6000003815,1.39999997616,84.5999984741,45.9000015259,3.90000009537,J0148M36,5.352532,311.295838221,23.0916525198,11.0305414253,1.04845832365,22.086897801
434,F03313-3530 ,0.0,53.330856,-35.341759,2.0,0.0704599991441,2.0,0.096478,0.07046,3.0,2.0,0.0,0.00700000021607,10.9499998093,86.55647,9.615742,153.91582,7.715261,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.4549999237,0.0879999995232,14.484000206,0.0839999988675,13.875,0.0750000029802,14.5089998245,0.0949999988079,13.7790002823,0.122000001371,13.3310003281,0.143999993801,2.29999995232,0.0500000007451,2.28,0.0500000007451,14.4200000763,1.0,41.1100006104,1.38999998569,0.0890000015497,1.0,0.0939999967813,1.0,0.700999975204,3.0,1.35500001907,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.90000009537,0.600000023842,0.0,0.0,0.0,0.0,0.0,-2.55999994278,-2.48000001907,-2.5,0.0,0.0,-1.69000005722,-1.17999994755,1.0,5.0,0.225999996066,4.0,0.20000000298,0.0,0.0,0.0,0.800000011921,0.0,10.9099998474,-9.94999980927,-9.92000007629,-11.3000001907,11.0600004196,-10.6899995804,11.2899999619,-1.72000002861,-1.19000005722,-0.15000000596,0.0299999993294,0.0500000007451,0.0599999986589,0.00999999977648,-0.0599999986589,-0.40000000596,-0.769999980927,-1.37000000477,-2.01999998093,-2.61999988556,-2.77999997139,11.4899997711,1.53999996185,8.18999958038,53.32992,-35.34214,03 33 19.18,-35 20 31.70,4.30000019073,4.09999990463,15.0,1.70000004768,76.5999984741,58.9000015259,52.0999984741,J0336M36,3.071849,317.726390926,23.2601978286,10.8638245818,1.48426201324,22.2556171519
435,F22255-3922 ,1.0,337.115722656,-39.1238136292,3.0,0.0723899975419,5.0,0.122018,0.07239,3.0,2.0,0.0,0.0529999993742,10.9099998474,219.49286,15.110194,330.3027,9.16529,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.654999733,0.082999996841,13.906999588,0.0920000001788,13.4309997559,0.0670000016689,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.51999998093,0.0799999982119,2.96,0.0599999986589,21.75,1.0,84.0999984741,2.03999996185,0.352999985218,1.0,0.137999996543,1.0,1.7840000391,3.0,2.64199995995,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.1999998093,0.600000023842,0.0,0.0,0.0,0.0,0.0,-2.61999988556,-2.52999997139,-2.53999996185,0.0,0.0,-1.65999996662,-0.959999978542,1.0,5.0,2.43000006676,4.0,0.0,0.0,0.0,0.0,1.0,0.0,-10.7299995422,-10.3699998856,-10.3400001526,-11.7100000381,11.5799999237,-11.1199998856,11.5799999237,-1.84000003338,-0.810000002384,0.25,0.310000002384,0.280000001192,0.239999994636,0.0900000035763,-0.0299999993294,-0.519999980927,-0.97000002861,-1.62999999523,-2.31999993324,-2.94000005722,-3.1099998951,11.4399995804,1.95000004768,8.22000026703,337.114,-39.12253,22 28 27.36,-39 07 21.10,3.0,4.30000019073,10.8000001907,1.29999995232,70.0,46.2000007629,171.600006104,J2220M40,6.670914,326.878419844,23.1421962665,11.2941673593,1.06927585901,22.1378622616
436,F20562-3159 ,0.0,314.836426,-31.793045,2.0,0.0732600018382,2.0,0.096478,0.07326,3.0,1.0,0.0,20.8349990845,11.3599996567,68.845726,6.770797,177.2358,6.3766603,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.1330003738,0.0469999983907,13.3159999847,0.0670000016689,12.5080003738,0.0390000008047,13.6140003204,0.0509999990463,12.7279996872,0.0590000003576,12.1020002365,0.054999999702,9.93000030518,0.209999993443,11.32,0.230000004172,45.8100013733,1.0,125.080001831,2.44000005722,0.108000002801,2.0,0.15000000596,2.0,0.800999999046,3.0,0.975000023842,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.60000038147,0.600000023842,0.0,0.0,0.0,0.0,0.0,-2.21000003815,-2.05999994278,-2.00999999046,0.0,0.0,-0.959999978542,-0.819999992847,1.0,5.0,1.55799996853,4.0,0.0,0.0,0.0251000002027,0.0,0.974900007248,0.0,-10.3999996185,-10.0399999619,-10.0100002289,11.1000003815,11.2399997711,-10.7899999619,11.4799995422,-1.14999997616,-0.72000002861,-0.10000000149,-0.0500000007451,-0.0799999982119,-0.119999997318,-0.270000010729,-0.389999985695,-0.879999995232,-1.32000005245,-1.99000000954,-2.67000007629,-3.28999996185,-3.46000003815,11.9200000763,1.61000001431,7.88000011444,314.83562,-31.79419,20 59 20.55,-31 47 39.10,2.59999990463,4.30000019073,12.3000001907,1.39999997616,84.9000015259,45.2000007629,1.79999995232,J2100M32,4.803449,331.014067179,23.209598031,10.9573254165,1.21809795163,22.2053751138
439,F03517-3950 ,0.0,58.374317,-39.702736,2.0,0.0851399973035,2.0,0.101539,0.08514,3.0,3.0,0.0,0.321000009775,11.3599996567,60.554646,6.928728,93.00193,4.919857,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.7600002289,0.0610000006855,13.9370002747,0.0719999969006,13.2259998322,0.0570000000298,13.9670000076,0.0710000023246,13.3400001526,0.082999996841,12.7889995575,0.108000002801,3.21000003815,0.070000000298,2.65,0.0500000007451,15.3500003815,1.0,35.3499984741,0.959999978542,0.0759999975562,1.0,0.0619999989867,2.0,0.805999994278,3.0,1.44200003147,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,14.1000003815,0.600000023842,0.0,0.0,0.0,0.0,0.0,-2.34999990463,-2.29999995232,-2.27999997139,0.0,0.0,-1.69000005722,-1.20000004768,1.0,5.0,0.238999992609,4.0,0.20000000298,0.0,0.0,0.0,0.800000011921,0.0,11.1599998474,-10.1800003052,-10.1599998474,-11.5100002289,11.3000001907,-10.9399995804,11.529999733,-1.65999996662,-1.12999999523,-0.0900000035763,0.10000000149,0.119999997318,0.129999995232,0.0900000035763,0.019999999553,-0.310000002384,-0.680000007153,-1.27999997139,-1.92999994755,-2.52999997139,-2.69000005722,11.7399997711,1.77999997139,8.43999958038,58.37462,-39.70347,03 53 29.91,-39 42 12.50,1.89999997616,2.79999995232,19.3999996185,1.29999995232,81.0,45.0,0.800000011921,J0400M40,2.772467,387.890543503,23.5452200849,11.0977534226,1.92792163629,22.5425077611
442,F04589-3241 ,1.0,75.2042999268,-32.6234092712,3.0,0.112800002098,5.0,0.253141,0.1128,5.0,1.0,0.0,2.5150001049,10.8999996185,7.8567057,3.6272333,31.157345,3.7946348,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.7379999161,0.0689999982715,14.9340000153,0.0790000036359,14.1739997864,0.0729999989271,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.42999994755,0.0399999991059,2.1,0.0399999991059,11.7299995422,1.0,42.0,1.22000002861,0.0529999993742,1.0,0.0790000036359,2.0,0.188999995589,3.0,0.657999992371,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,42.7000007629,1.70000004768,0.0,0.0,0.0,0.0,0.0,-3.05999994278,-2.94000005722,-2.83999991417,-3.09999990463,-2.82999992371,-1.92999994755,-1.10000002384,1.0,2.0,2.84400010109,3.0,0.0,0.984200000763,0.0157999992371,0.0,0.0,0.0,-10.220000267,11.1099996567,-9.80000019073,10.6400003433,-9.72000026703,-10.5900001526,11.2299995422,-1.80999994278,-1.30999994278,-0.72000002861,-0.670000016689,-0.680000007153,-0.709999978542,-0.829999983311,-0.930000007153,-1.36000001431,-1.76999998093,-2.41000008583,-3.06999993324,-3.69000005722,-3.84999990463,11.4200000763,1.40999996662,7.15000009537,75.20471,-32.62528,05 00 49.13,-32 37 31.00,1.79999995232,1.79999995232,48.9000015259,1.89999997616,84.9000015259,49.0999984741,62.7000007629,J0506M32,6.848435,523.551693461,24.2072280032,10.7283809314,4.89855200581,23.2079868605
443,F12131-3142 ,0.0,183.942993,-31.991945,2.0,0.116360001266,2.0,0.056818,0.11636,3.0,6.0,0.0,1.54799997807,11.970000267,85.847824,10.310473,167.59251,8.227236,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,14.4589996338,0.0689999982715,13.654999733,0.0680000036955,12.9720001221,0.0540000014007,13.6649999619,0.0670000016689,13.1529998779,0.0989999994636,12.5190000534,0.116999998689,5.07000017166,0.109999999404,5.3,0.10000000149,32.4300003052,1.0,88.4700012207,2.05999994278,0.11400000006,1.0,0.16099999845,1.0,0.837000012398,3.0,1.23500001431,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.30000019073,0.5,0.0,0.0,0.0,0.0,0.0,-2.23000001907,-2.23000001907,-2.17000007629,0.0,0.0,-1.36000001431,-0.860000014305,1.0,2.0,0.112000003457,4.0,0.20000000298,0.800000011921,0.0,0.0,0.0,0.0,11.5,11.6899995804,-10.4799995422,-11.7899999619,-10.3999996185,-11.2700004578,11.9099998474,-1.38999998569,-0.860000014305,-0.0799999982119,0.109999999404,0.140000000596,0.159999996424,0.129999995232,0.0799999982119,-0.239999994636,-0.600000023842,-1.19000005722,-1.83000004292,-2.43000006676,-2.58999991417,11.9799995422,2.09999990463,8.65999984741,183.94292,-31.98964,12 15 46.30,-31 59 22.70,5.90000009537,6.30000019073,13.1999998093,1.79999995232,84.9000015259,71.6999969482,33.2999992371,J1218M32,8.300993,541.379813494,23.6675780451,11.4037295807,1.32365551195,22.6687790887
444,F13454-2956 ,1.0,207.081161499,-30.1983337402,3.0,0.128999993205,5.0,0.247383,0.129,3.0,1.0,0.0,6.08900022507,11.0399999619,-1.2415482,4.01346,14.792611,4.2942076,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.7060003281,0.0909999981523,14.6820001602,0.082999996841,14.0410003662,0.0610000006855,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.23000001907,0.0500000007451,4.48,0.0900000035763,18.7199993134,1.0,81.7300033569,2.1400001049,0.0610000006855,1.0,0.158000007272,1.0,2.15799999237,3.0,3.37599992752,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10.0,0.600000023842,0.0,0.0,0.0,0.0,0.0,-3.03999996185,-2.83999991417,-2.77999997139,0.0,0.0,-1.73000001907,-0.97000002861,1.0,5.0,2.78900003433,4.0,0.0,0.0,0.0,0.0,1.0,0.0,-11.4200000763,-10.9899997711,-10.9899997711,-12.279999733,12.2100000381,-11.7899999619,12.2100000381,-1.90999996662,-0.790000021458,0.330000013113,0.419999986887,0.40000000596,0.370000004768,0.230000004172,0.119999997318,-0.34999999404,-0.790000021458,-1.45000004768,-2.13000011444,-2.75,-2.91000008583,11.5600004196,2.57999992371,8.85000038147,207.08254,-30.19922,13 48 19.81,-30 11 57.20,4.90000009537,3.0,15.6000003815,2.0,84.9000015259,45.0999984741,86.5999984741,J1348M32,5.345648,605.098255,23.8367764135,11.9117032398,1.56995592022,22.8395392599
445,F19568-3157 ,0.0,300.005737305,-31.8257656097,3.0,0.141130000353,2.0,0.224616,0.14113,3.0,1.0,0.0,81.2129974365,11.220000267,3.7054772,2.71522,14.080951,2.6379585,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.4619998932,0.0630000010133,14.4989995956,0.0480000004172,13.345000267,0.0379999987781,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,4.46000003815,0.109999999404,7.13,0.140000000596,25.1100006104,1.0,134.899993896,3.01999998093,0.192000001669,1.0,0.195999994874,2.0,0.726000010967,3.0,1.41400003433,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.0,0.600000023842,0.0,0.0,0.0,0.0,0.0,-2.94000005722,-2.75999999046,-2.5,0.0,0.0,-1.60000002384,-0.699999988079,1.0,2.0,2.54600000381,3.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.0399999619,11.9099998474,-10.6099996567,-11.8800001144,-10.5200004578,-11.4099998474,11.9099998474,-1.64999997616,-0.930000007153,-0.140000000596,-0.0599999986589,-0.0799999982119,-0.10000000149,-0.219999998808,-0.310000002384,-0.730000019073,-1.13999998569,-1.76999998093,-2.44000005722,-3.04999995232,-3.21000003815,11.75,2.21000003815,7.94999980927,300.005,-31.82206,20 00 01.20,-31 49 19.40,5.40000009537,5.19999980927,10.1999998093,1.5,84.9000015259,53.7000007629,130.800003052,J2006M32,13.52949,667.243329532,23.7371686294,11.5235051089,1.03002995828,22.7414183379
446,F20596-3743 ,1.0,315.698394775,-37.5220870972,3.0,0.141739994287,5.0,0.264736,0.14174,3.0,1.0,0.0,41.6850013733,11.1099996567,1.0899606,1.8919095,8.053918,1.9061855,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.8360004425,0.0719999969006,14.6999998093,0.0540000014007,13.8020000458,0.0500000007451,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.80999994278,0.0399999991059,1.73,0.0399999991059,15.9099998474,1.0,31.6200008392,1.25,0.0960000008345,1.0,0.199000000954,1.0,0.551999986172,3.0,0.98299998045,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.69999980927,0.600000023842,0.0,0.0,0.0,0.0,0.0,-3.08999991417,-2.83999991417,-2.69000005722,0.0,0.0,-1.79999995232,-1.37999999523,1.0,2.0,5.125,4.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.970000267,11.8299999237,-10.529999733,-11.8000001907,-10.4399995804,-11.3400001526,11.8299999237,-1.76999998093,-1.04999995232,-0.259999990463,-0.180000007153,-0.20000000298,-0.219999998808,-0.330000013113,-0.430000007153,-0.850000023842,-1.25999999046,-1.88999998569,-2.54999995232,-3.17000007629,-3.32999992371,11.6199998856,2.13000011444,7.86999988556,315.69825,-37.52289,21 02 47.58,-37 31 22.40,2.5,3.59999990463,14.3999996185,1.39999997616,76.5999984741,47.5,171.0,J2100M36,2.919858,670.373882979,23.8909966573,11.4085732395,1.45440928389,22.8953208108
447,F02437-3131 ,1.0,41.4687385559,-31.320810318,3.0,0.189019992948,5.0,0.336596,0.18902,3.0,1.0,0.0,4.14900016785,11.1899995804,-0.58793366,0.7952289,4.473439,1.4332958,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,16.361000061,0.123999997973,15.4890003204,0.12800000608,14.5439996719,0.0989999994636,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.709999978542,0.0399999991059,0.76,0.0399999991059,7.46000003815,1.0,17.5499992371,0.829999983311,0.162000000477,1.0,0.0790000036359,1.0,0.203999996185,3.0,0.754000008106,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.19999980927,0.5,0.0,0.0,0.0,0.0,0.0,-3.29999995232,-3.16000008583,-2.98000001907,0.0,0.0,-2.13000011444,-1.63999998569,1.0,2.0,1.61899995804,3.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.8699998856,11.6999998093,-10.4200000763,-11.6199998856,-10.3199996948,-11.2100000381,11.6999998093,-2.24000000954,-1.5,-0.689999997616,-0.579999983311,-0.600000023842,-0.620000004768,-0.72000002861,-0.800000011921,-1.21000003815,-1.61000001431,-2.24000000954,-2.90000009537,-3.51999998093,-3.67000007629,11.6899995804,2.0,7.73999977112,41.4695,-31.32364,02 45 52.68,-31 19 25.10,4.0,4.19999980927,13.6000003815,1.5,84.9000015259,57.2000007629,136.199996948,J0242M32,10.452537,920.178992428,24.1412835424,11.2513747876,1.39170784771,23.1512927045
448,F02361-3233 ,1.0,39.568794,-32.344013,2.0,0.198180004954,5.0,0.196741,0.19818,3.0,1.0,0.0,8.29300022125,11.3900003433,30.387888,4.6205316,45.315826,3.8296392,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.8839998245,0.112999998033,14.9519996643,0.0960000008345,13.9309997559,0.0680000036955,15.1579999924,0.201000005007,14.5970001221,0.0,13.4350004196,0.184000000358,1.70000004768,0.0399999991059,1.9,0.0399999991059,13.4200000763,1.0,36.7099990845,1.30999994278,0.0659999996424,1.0,0.0729999989271,1.0,0.740999996662,3.0,1.82099997997,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.69999980927,0.600000023842,0.0,0.0,0.0,0.0,0.0,-2.81999993324,-2.79999995232,-2.53999996185,0.0,0.0,-1.75,-1.25,1.0,2.0,6.20800018311,4.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.4499998093,12.2700004578,-11.0,-12.1800003052,-10.8900003433,-11.779999733,12.2700004578,-1.67999994755,-0.939999997616,-0.129999995232,-0.019999999553,-0.0299999993294,-0.0500000007451,-0.15000000596,-0.230000004172,-0.639999985695,-1.03999996185,-1.65999996662,-2.31999993324,-2.94000005722,-3.08999991417,11.9200000763,2.56999993324,8.31000041962,39.56975,-32.34503,02 38 16.74,-32 20 42.10,5.0,5.0,10.6999998093,1.5,84.9000015259,56.0,46.0,J0242M32,4.675324,970.078228015,24.0829972733,11.8574317212,1.09767816047,23.0940885387
449,F01379-3203 ,1.0,25.0650558472,-31.8035945892,3.0,0.202800005674,5.0,0.276439,0.2028,3.0,1.0,0.0,7.85599994659,11.3800001144,11.332155,2.878614,21.317741,2.7243938,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,15.9449996948,0.0810000002384,15.3669996262,0.107000000775,14.3310003281,0.0659999996424,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.27999997139,0.0399999991059,2.97,0.0599999986589,11.5799999237,1.0,70.7300033569,1.98000001907,0.120999999344,1.0,0.145999997854,1.0,0.68599998951,3.0,0.929000020027,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,133.399993896,4.0,0.0,0.0,0.0,0.0,0.0,-3.1400001049,-3.1099998951,-2.90000009537,0.0,0.0,-1.92999994755,-1.03999996185,1.0,2.0,1.64400005341,4.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.4200000763,12.2399997711,-10.970000267,-12.1400003433,-10.8599996567,-11.7600002289,12.2399997711,-1.72000002861,-0.980000019073,-0.159999996424,-0.0500000007451,-0.070000000298,-0.0799999982119,-0.180000007153,-0.259999990463,-0.670000016689,-1.07000005245,-1.69000005722,-2.34999990463,-2.96000003815,-3.11999988556,11.8900003433,2.53999996185,8.27999973297,25.0645,-31.80372,01 40 15.48,-31 48 13.40,1.5,1.70000004768,231.899993896,7.19999980927,84.9000015259,68.5999984741,29.7999992371,J0148M32,1.759519,995.355055015,25.4412567858,11.8462801619,23.8196539668,24.4528915009
450,F22192-3211 ,1.0,335.538696289,-31.9400405884,3.0,0.231000006199,5.0,0.355189,0.231,3.0,1.0,0.0,71.783996582,11.2899999619,0.70336854,1.6418141,8.227651,2.3921154,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,16.4790000916,0.123999997973,15.2440004349,0.101000003517,13.9169998169,0.054999999702,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.65000009537,0.0799999982119,5.77,0.109999999404,12.9600000381,1.0,49.5699996948,1.52999997139,0.119000002742,1.0,0.190999999642,2.0,0.887000024319,3.0,1.41600000858,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,11.3000001907,0.600000023842,0.0,0.0,0.0,0.0,0.0,-3.34999990463,-3.05999994278,-2.73000001907,0.0,0.0,-1.88999998569,-0.709999978542,1.0,2.0,2.66100001335,4.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.6899995804,12.4799995422,-11.2299995422,-12.3400001526,-11.1099996567,-12.0,12.4799995422,-1.66999995708,-0.879999995232,-0.0500000007451,0.070000000298,0.0599999986589,0.0500000007451,-0.0399999991059,-0.119999997318,-0.519999980927,-0.910000026226,-1.52999997139,-2.19000005722,-2.79999995232,-2.96000003815,11.779999733,2.77999997139,8.52000045776,335.53937,-31.93867,22 22 09.45,-31 56 19.20,4.09999990463,2.90000009537,13.8999996185,1.39999997616,84.9000015259,49.7000007629,100.099998474,J2230M32,5.346179,1152.10537218,24.3459991934,12.0849080352,1.43857868675,23.3609180251
451,F21413-3535 ,1.0,326.085113525,-35.364780426,3.0,0.236699998379,5.0,0.318257,0.2367,3.0,1.0,0.0,0.316000014544,11.4200000763,8.905064,2.7399676,16.63848,2.4702044,-99.0,0.10000000149,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,-99.0,0.0299999993294,16.2259998322,0.0930000022054,15.4750003815,0.103000000119,14.6870002747,0.0890000015497,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.939999997616,0.0399999991059,1.14,0.0399999991059,5.11999988556,1.0,27.2900009155,1.12999999523,0.0710000023246,1.0,0.082999996841,1.0,0.31099998951,3.0,0.713999986649,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,16.0,0.699999988079,0.0,0.0,0.0,0.0,0.0,-3.25,-3.15000009537,-3.03999996185,0.0,0.0,-2.28999996185,-1.45000004768,1.0,2.0,1.91100001335,3.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.2600002289,12.0500001907,-10.8000001907,-11.8999996185,-10.6800003052,-11.5699996948,12.0500001907,-2.13000011444,-1.34000003338,-0.509999990463,-0.379999995232,-0.389999985695,-0.40000000596,-0.490000009537,-0.569999992847,-0.959999978542,-1.36000001431,-1.98000001907,-2.63000011444,-3.25,-3.40000009537,11.9200000763,2.34999990463,8.09000015259,326.08587,-35.36183,21 44 20.61,-35 21 42.60,2.70000004768,2.29999995232,25.1000003815,1.70000004768,76.5999984741,48.4000015259,80.9000015259,J2154M36,10.851229,1184.35391763,24.6266367269,11.6537233763,2.60165422451,23.6422125776
